einzelplan,einzelplan-text,einnahmen-ausgaben,einnahmen-ausgaben-art,kapitel,kapitel-text,titel,funktion,titel-text,flex,seite,soll,titelgruppe,tgr-text,Funktion 1,Funktion 2,Funktion 3,Gruppe 1,Gruppe 2,Gruppe 3,date
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,89412,144,Zuschüsse für Investitionen an öffentliche Einrichtungen zur gesellschaftspolitischen und demokratischen Bildungsarbeit,nein,14,13700,1,Gesellschaftlicher Zusammenhalt einschließlich interreligiöser Dialog,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten","Förderung für Schülerinnen und Schüler, Studierende, Weiterbildungsteilnehmende und dgl.",Förderung für Weiterbildungsteilnehmende,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Zuschüsse für Investitionen an sonstige Bereiche,Zuschüsse für Investitionen an öffentliche Einrichtungen,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,42821,322,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,nein,14,327,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Personalausgaben,Bezüge und Nebenleistungen,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,53123,322,Bundeszuschüsse im Zusammenhang mit der Bewerbung Hamburgs für die Olympischen Spiele,nein,14,0,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68121,322,Maßnahmen zur Verbesserung der Rahmenbedingungen für Athletinnen und Athleten mit Behinderung im Spitzensport,nein,15,229,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68421,322,Zentrale Maßnahmen auf dem Gebiet des Sports,nein,15,114271,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68422,322,Projektförderung für Sporteinrichtungen,nein,16,15600,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68423,322,Periodisch wiederkehrende Sportveranstaltungen,nein,16,3850,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68622,165,"Förderung von Forschung, Dokumentation und Tagungen sowie Durchführung von Forschungsvorhaben und Betreuungsprojekten auf dem Gebiet der Sportwissenschaft",nein,17,5049,2,Sport,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten","Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",Forschung und experimentelle Entwicklung,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Sonstige Zuschüsse für laufende Zwecke im Inland,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68623,322,Zuschuss für Maßnahmen zur Dopingbekämpfung,nein,17,6366,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Sonstige Zuschüsse für laufende Zwecke im Inland,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68624,29,Zuschuss an die Welt-Anti-Doping Agentur (WADA),nein,17,731,2,Sport,Allgemeine Dienste,Auswärtige Angelegenheiten,Sonstige auswärtige Angelegenheiten,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Sonstige Zuschüsse für laufende Zwecke im Inland,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68625,322,Fonds DDR-Dopingopfer,nein,18,5000,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Sonstige Zuschüsse für laufende Zwecke im Inland,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68626,322,Förderung von internationalen Sportprojekten und Tagungen,nein,18,460,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Sonstige Zuschüsse für laufende Zwecke im Inland,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,88221,322,"Zuwendungen für die Errichtung, Ausstattung und Bauunterhaltung von Sportstätten für den Hochleistungssport",nein,18,15810,2,Sport,"Gesundheit, Umwelt, Sport und Erholung",Sport und Erholung,Sport,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Zuweisungen für Investitionen an öffentlichen Bereich,Zuweisungen für Investitionen an Länder,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,53244,19,"Kosten für Veranstaltungen der Verfassungsorgane aus besonderen Anlässen, insbesondere für Staatsakte, Staatsbegräbnisse und zentrale Gedenkveranstaltungen",nein,18,156,4,Verfassung,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Sonstige allgemeine Staatsaufgaben,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,53247,11,Kosten für den Festakt aus Anlass des Gedenktages für die Opfer von Flucht und Vertreibung,nein,18,75,4,Verfassung,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,53248,11,Zuschuss für die Feierlichkeiten anlässlich des Tages der deutschen Einheit,nein,18,184,4,Verfassung,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,53249,11,Kosten für Veranstaltungen aus Anlass des Jubiläums 25 Jahre Friedliche Revolution und Deutsche Einheit,nein,19,0,4,Verfassung,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,63241,11,Kosten der Bundestagswahlen sowie Kosten der Direktwahl zum Europäischen Parlament,nein,19,66806,4,Verfassung,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,63244,12,Kennzeichnung der Bundesaußengrenze sowie Aufstellung und Unterhaltung von Europaschildern an den Außen- und Binnengrenzen der Staaten der EU,nein,19,500,4,Verfassung,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Innere Verwaltung,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,63245,42,Zuweisungen zu laufenden Aufwendungen,nein,19,60000,4,Verfassung,Allgemeine Dienste,Öffentliche Sicherheit und Ordnung,Polizei,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,601,Gesellschaft und Verfassung,68545,165,"Zuschüsse zur Förderung von Forschungsvorhaben, Wettbewerben und Veröffentlichungen insbesondere in Verfassungsrecht, Verwaltungswissenschaften und Kommunalwesen",nein,19,71,4,Verfassung,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten","Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",Forschung und experimentelle Entwicklung,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,2017
6,Bundesministerium des Innern,Einnahmen ,Verwaltungseinnahmen,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",11999,12,Vermischte Einnahmen, ,23,2150,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Innere Verwaltung,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
6,Bundesministerium des Innern,Einnahmen ,Übrige Einnahmen,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",27202,12,Zuschüsse der Europäischen Union, ,23,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Innere Verwaltung,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Zuschüsse von der EU,Sonstige Zuschüsse von der EU,2017
6,Bundesministerium des Innern,Einnahmen ,Übrige Einnahmen,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7, ,23,0,,,Finanzwirtschaft,Haushaltstechnische Verrechnungen,Haushaltstechnische Verrechnungen,"Einnahmen aus Schuldenaufnahmen, aus Zuweisungen und Zuschüssen für Investitionen, besondere Finanzierungseinnahmen",Haushaltstechnische Verrechnungen,Verrechnungen zwischen Kapiteln,2017
6,Bundesministerium des Innern,Ausgaben,Sächliche Verwaltungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",53204,12,Durchführung EU-refinanzierter Projekte,nein,23,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Innere Verwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Sächliche Verwaltungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",53218,12,Fortentwicklung von IT-Standards für den Datenaustausch in der öffentlichen Verwaltung (XÖV-Standards),nein,24,485,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Innere Verwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",98103,890,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7,nein,24,0,,,Finanzwirtschaft,Haushaltstechnische Verrechnungen,Haushaltstechnische Verrechnungen,Besondere Finanzierungsausgaben,Haushaltstechnische Verrechnungen,Verrechnungen zwischen Kapiteln,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",53210,11,Internetstrategie des Bundes,nein,24,7178,1,IT und Netzpolitik,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",53211,11,Dienstleistungen zum Aufbau und Betrieb der Netze des Bundes sowie weiterer zentraler IT-Infrastrukturen des Bundes,nein,24,5627,1,IT und Netzpolitik,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",53214,11,IT-Konsolidierung Bund,nein,24,1546,1,IT und Netzpolitik,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",53215,11,"Ressort-CIO, IT-Steuerung und IT-Controlling im BMI und im Geschäftsbereich",nein,25,450,1,IT und Netzpolitik,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",53216,11,IT-Planungsrat,nein,25,1587,1,IT und Netzpolitik,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",53219,11,IT-Steuerung Bund,nein,25,3350,1,IT und Netzpolitik,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",68611,11,Zuschuss für das Kompetenzzentrum öffentliche IT,nein,25,3000,1,IT und Netzpolitik,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Sonstige Zuschüsse für laufende Zwecke im Inland,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",81213,11,Aufbau und Betrieb der Netze des Bundes (NdB) sowie weiterer zentraler IT-Infrastrukturen des Bundes,nein,25,154000,1,IT und Netzpolitik,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Geräten und sonstigen beweglichen Sachen,2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",51121,42,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",nein,26,0,2,Digitalfunk,Allgemeine Dienste,Öffentliche Sicherheit und Ordnung,Polizei,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",2017
6,Bundesministerium des Innern,Ausgaben,Besondere Finanzierungsausgaben,602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",51721,42,"Bewirtschaftung der Grundstücke, Gebäude und Räume",nein,26,11000,2,Digitalfunk,Allgemeine Dienste,Öffentliche Sicherheit und Ordnung,Polizei,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),"Bewirtschaftung der Grundstücke, Gebäude und Räume",2017
