Nr;Gruppe;Bezeichnung;Jahr;Richtung;Status;Betrag
5940;Gesundheit, Sport, Erholung;Erholungsgebiet Wiesensee;2017;Ausgaben;Haushaltsansatz;55500
5950;Gesundheit, Sport, Erholung;Kleingärtnerwesen;2017;Ausgaben;Haushaltsansatz;1450
5960;Gesundheit, Sport, Erholung;Förster-Braun-Hütte;2017;Ausgaben;Haushaltsansatz;16400
6000;Bau- und Wohnungswesen, Verkehr;Bauverwaltung;2017;Ausgaben;Haushaltsansatz;543792
6100;Bau- und Wohnungswesen, Verkehr;Stadtentwicklung;2017;Ausgaben;Haushaltsansatz;220739
6101;Bau- und Wohnungswesen, Verkehr;Stadtplanung;2017;Ausgaben;Haushaltsansatz;75000
6120;Bau- und Wohnungswesen, Verkehr;Vermessung;2017;Ausgaben;Haushaltsansatz;5000
6130;Bau- und Wohnungswesen, Verkehr;Untere Baurechtsbehörde;2017;Ausgaben;Haushaltsansatz;180820
6160;Bau- und Wohnungswesen, Verkehr;Straßenraumgestaltung, Lärmschutzwälle;2017;Ausgaben;Haushaltsansatz;12000
6300;Bau- und Wohnungswesen, Verkehr;Gemeindestraßen;2017;Ausgaben;Haushaltsansatz;573000
6330;Bau- und Wohnungswesen, Verkehr;Verkehrssicherungsanlagen;2017;Ausgaben;Haushaltsansatz;9400
6700;Bau- und Wohnungswesen, Verkehr;Straßenbeleuchtung;2017;Ausgaben;Haushaltsansatz;161000
6750;Bau- und Wohnungswesen, Verkehr;Straßenreinigung;2017;Ausgaben;Haushaltsansatz;192000
6800;Bau- und Wohnungswesen, Verkehr;Tiefgarage Grabenstraße;2017;Ausgaben;Haushaltsansatz;2500
6900;Bau- und Wohnungswesen, Verkehr;Wassertäufe,Wasserbau;2017;Ausgaben;Haushaltsansatz;30500
7000;Öffentliche Einrichtungen, Wirtschaftsförderung;Abwasserbeseitigung;2017;Ausgaben;Haushaltsansatz;1297638
7200;Öffentliche Einrichtungen, Wirtschaftsförderung;Abfallbeseitigung;2017;Ausgaben;Haushaltsansatz;6000
7500;Öffentliche Einrichtungen, Wirtschaftsförderung;Bestattungswesen;2017;Ausgaben;Haushaltsansatz;323247
7510;Öffentliche Einrichtungen, Wirtschaftsförderung;Jüdischer Friedhof;2017;Ausgaben;Haushaltsansatz;23900
7630;Öffentliche Einrichtungen, Wirtschaftsförderung;Anschlagsäulen, Plakattafeln, Werbeeinrichtungen;2017;Ausgaben;Haushaltsansatz;0
7710;Öffentliche Einrichtungen, Wirtschaftsförderung;Bauhof;2017;Ausgaben;Haushaltsansatz;1536654
7810;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Landwirtschaft und des Weinbaus;2017;Ausgaben;Haushaltsansatz;500
7820;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Kleintierzucht;2017;Ausgaben;Haushaltsansatz;8900
7830;Öffentliche Einrichtungen, Wirtschaftsförderung;Wirtschaftswege;2017;Ausgaben;Haushaltsansatz;70000
7900;Öffentliche Einrichtungen, Wirtschaftsförderung;Fremdenverkehr. sonst. Förd. v. Wirtschaft/Verkehr;2017;Ausgaben;Haushaltsansatz;31360
7920;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung des öffentlichen Personennahverkehrs;2017;Ausgaben;Haushaltsansatz;97900
8100;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Elektrizitätsversorgung;2017;Ausgaben;Haushaltsansatz;0
8130;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Gasversorgung;2017;Ausgaben;Haushaltsansatz;0
8550;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Forstwirtschaftliche Unternehmen;2017;Ausgaben;Haushaltsansatz;138950
8810;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Wohn- und Geschäftsgebäude;2017;Ausgaben;Haushaltsansatz;149020
8811;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sport-Center, Hüttenfelder Straße;2017;Ausgaben;Haushaltsansatz;171700
8830;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sonstiges Grundvermögen;2017;Ausgaben;Haushaltsansatz;30000
9000;Allgemeine Finanzwirtschaft;Steuern, allg. Zuweisungen und allg. Umlagen;2017;Ausgaben;Haushaltsansatz;7892000
9100;Allgemeine Finanzwirtschaft;Sonstige allgemeine Finanzwirtschaft;2017;Ausgaben;Haushaltsansatz;1579580
10;Allgemeine Verwaltung;Gemeindeorgane;2018;Einnahmen;Haushaltsansatz;68600
200;Allgemeine Verwaltung;Hauptverwaltung;2018;Einnahmen;Haushaltsansatz;33800
240;Allgemeine Verwaltung;Öffentlichkeitsarbeit;2018;Einnahmen;Haushaltsansatz;0
300;Allgemeine Verwaltung;Finanzverwaltung (Kämmerei, Liegenschaften, Steuern);2018;Einnahmen;Haushaltsansatz;185600
310;Allgemeine Verwaltung;Stadtkasse;2018;Einnahmen;Haushaltsansatz;12600
500;Allgemeine Verwaltung;Standesamt;2018;Einnahmen;Haushaltsansatz;13000
520;Allgemeine Verwaltung;Wahlen;2018;Einnahmen;Haushaltsansatz;0
600;Allgemeine Verwaltung;Einrichtungen für die gesamte Verwaltung;2018;Einnahmen;Haushaltsansatz;8800
610;Allgemeine Verwaltung;Bürokommunikation / Datenbearbeitungsstelle;2018;Einnahmen;Haushaltsansatz;500
800;Allgemeine Verwaltung;Einrichtungen für Verwaltungsangehörige;2018;Einnahmen;Haushaltsansatz;0
1100;Öffentliche Sicherheit und Ordnung;Öffentliche Ordnung;2018;Einnahmen;Haushaltsansatz;199000
1110;Öffentliche Sicherheit und Ordnung;Meldewesen/Einwohnerwesen;2018;Einnahmen;Haushaltsansatz;10000
1220;Öffentliche Sicherheit und Ordnung;Umweltamt;2018;Einnahmen;Haushaltsansatz;0
1310;Öffentliche Sicherheit und Ordnung;Feuerwehr und andere Aufgaben des Brandschutzes;2018;Einnahmen;Haushaltsansatz;28000
2111;Schulen;Goetheschule;2018;Einnahmen;Haushaltsansatz;0
2112;Schulen;Hebelschule;2018;Einnahmen;Haushaltsansatz;14200
2113;Schulen;Uhlandschule;2018;Einnahmen;Haushaltsansatz;7200
2910;Schulen;Betreuungsangebote an Schulen;2018;Einnahmen;Haushaltsansatz;135000
2920;Schulen;Randzeitenbetreuung Ganztagsschule;2018;Einnahmen;Haushaltsansatz;76000
2950;Schulen;Sonstige schulische Aufgaben;2018;Einnahmen;Haushaltsansatz;20000
2951;Schulen;Schulsozialarbeit;2018;Einnahmen;Haushaltsansatz;25000
3000;Wissenschaft, Forschung und Kulturpflege;Verwaltung kultureller Angelegenheiten;2018;Einnahmen;Haushaltsansatz;80000
3320;Wissenschaft, Forschung und Kulturpflege;Musikpflege;2018;Einnahmen;Haushaltsansatz;0
3330;Wissenschaft, Forschung und Kulturpflege;Musikschulen;2018;Einnahmen;Haushaltsansatz;4400
3400;Wissenschaft, Forschung und Kulturpflege;Heimat- u . sonstige Kulturpflege;2018;Einnahmen;Haushaltsansatz;9000
3500;Wissenschaft, Forschung und Kulturpflege;Volkshochschulen;2018;Einnahmen;Haushaltsansatz;0
3520;Wissenschaft, Forschung und Kulturpflege;Mediathek;2018;Einnahmen;Haushaltsansatz;6700
3600;Wissenschaft, Forschung und Kulturpflege;Natur- und Landschaftspflege;2018;Einnahmen;Haushaltsansatz;0
3661;Wissenschaft, Forschung und Kulturpflege;Ehemalige Synagoge;2018;Einnahmen;Haushaltsansatz;800
3700;Wissenschaft, Forschung und Kulturpflege;Kirchliche Angelegenheiten;2018;Einnahmen;Haushaltsansatz;0
4000;Soziale Sicherung;Verwaltung der sozialen Angelegenheiten;2018;Einnahmen;Haushaltsansatz;12000
4310;Soziale Sicherung;Seniorenbetreuung;2018;Einnahmen;Haushaltsansatz;1000
4350;Soziale Sicherung;Soziale Einrichtungen für Wohnungslose;2018;Einnahmen;Haushaltsansatz;31000
4360;Soziale Sicherung;Allgemeine Sozialhilfe/Asyl;2018;Einnahmen;Haushaltsansatz;72000
4510;Soziale Sicherung;Jugendarbeit;2018;Einnahmen;Haushaltsansatz;9800
4600;Soziale Sicherung;Jugendzentrum;2018;Einnahmen;Haushaltsansatz;13700
4640;Soziale Sicherung;Regenbogenland;2018;Einnahmen;Haushaltsansatz;260000
4641;Soziale Sicherung;Kastanienkindergarten;2018;Einnahmen;Haushaltsansatz;63000
4642;Soziale Sicherung;Förderung von Kindergärten;2018;Einnahmen;Haushaltsansatz;1133000
4700;Soziale Sicherung;Förderung anderer Träger der Wohlfahrtspflege;2018;Einnahmen;Haushaltsansatz;0
4980;Soziale Sicherung;Kriegsopferfürsorge und ähnliche Maßnahmen;2018;Einnahmen;Haushaltsansatz;0
5480;Gesundheit, Sport, Erholung;Sonstige Einrichtungen der Gesundheitspflege (DRK);2018;Einnahmen;Haushaltsansatz;8800
5510;Gesundheit, Sport, Erholung;Förderung des Sports;2018;Einnahmen;Haushaltsansatz;10000
5610;Gesundheit, Sport, Erholung;Sporthallen (Hans-Michel-Halle);2018;Einnahmen;Haushaltsansatz;48000
5611;Gesundheit, Sport, Erholung;Sporthallen (Sporth. an der Schillerschule;2018;Einnahmen;Haushaltsansatz;38500
5620;Gesundheit, Sport, Erholung;Stadien und Sportplätze;2018;Einnahmen;Haushaltsansatz;23800
5630;Gesundheit, Sport, Erholung;Reithalle;2018;Einnahmen;Haushaltsansatz;15200
5640;Gesundheit, Sport, Erholung;Kegelbahnen;2018;Einnahmen;Haushaltsansatz;48500
5650;Gesundheit, Sport, Erholung;Tennisplätze - TC 65;2018;Einnahmen;Haushaltsansatz;1500
5710;Gesundheit, Sport, Erholung;Freibad Wiesensee;2018;Einnahmen;Haushaltsansatz;163000
5820;Gesundheit, Sport, Erholung;Parkanlagen und öffentliche Grünflächen;2018;Einnahmen;Haushaltsansatz;0
5830;Gesundheit, Sport, Erholung;Öffentliche Kinderspielplätze;2018;Einnahmen;Haushaltsansatz;0
5910;Gesundheit, Sport, Erholung;Campingplatz;2018;Einnahmen;Haushaltsansatz;15300
5940;Gesundheit, Sport, Erholung;Erholungsgebiet Wiesensee;2018;Einnahmen;Haushaltsansatz;72800
5950;Gesundheit, Sport, Erholung;Kleingärtnerwesen;2018;Einnahmen;Haushaltsansatz;1000
5960;Gesundheit, Sport, Erholung;Förster-Braun-Hütte;2018;Einnahmen;Haushaltsansatz;8000
6000;Bau- und Wohnungswesen, Verkehr;Bauverwaltung;2018;Einnahmen;Haushaltsansatz;297600
6100;Bau- und Wohnungswesen, Verkehr;Stadtentwicklung;2018;Einnahmen;Haushaltsansatz;0
6101;Bau- und Wohnungswesen, Verkehr;Stadtplanung;2018;Einnahmen;Haushaltsansatz;0
6120;Bau- und Wohnungswesen, Verkehr;Vermessung;2018;Einnahmen;Haushaltsansatz;0
6130;Bau- und Wohnungswesen, Verkehr;Untere Baurechtsbehörde;2018;Einnahmen;Haushaltsansatz;82500
6160;Bau- und Wohnungswesen, Verkehr;Straßenraumgestaltung, Lärmschutzwälle;2018;Einnahmen;Haushaltsansatz;0
6300;Bau- und Wohnungswesen, Verkehr;Gemeindestraßen;2018;Einnahmen;Haushaltsansatz;11100
6330;Bau- und Wohnungswesen, Verkehr;Verkehrssicherungsanlagen;2018;Einnahmen;Haushaltsansatz;0
6700;Bau- und Wohnungswesen, Verkehr;Straßenbeleuchtung;2018;Einnahmen;Haushaltsansatz;0
6750;Bau- und Wohnungswesen, Verkehr;Straßenreinigung;2018;Einnahmen;Haushaltsansatz;0
6800;Bau- und Wohnungswesen, Verkehr;Tiefgarage Grabenstraße;2018;Einnahmen;Haushaltsansatz;5000
6900;Bau- und Wohnungswesen, Verkehr;Wassertäufe,Wasserbau;2018;Einnahmen;Haushaltsansatz;0
7000;Öffentliche Einrichtungen, Wirtschaftsförderung;Abwasserbeseitigung;2018;Einnahmen;Haushaltsansatz;1350000
7200;Öffentliche Einrichtungen, Wirtschaftsförderung;Abfallbeseitigung;2018;Einnahmen;Haushaltsansatz;0
7500;Öffentliche Einrichtungen, Wirtschaftsförderung;Bestattungswesen;2018;Einnahmen;Haushaltsansatz;228000
7510;Öffentliche Einrichtungen, Wirtschaftsförderung;Jüdischer Friedhof;2018;Einnahmen;Haushaltsansatz;13000
7630;Öffentliche Einrichtungen, Wirtschaftsförderung;Anschlagsäulen, Plakattafeln, Werbeeinrichtungen;2018;Einnahmen;Haushaltsansatz;1500
7710;Öffentliche Einrichtungen, Wirtschaftsförderung;Bauhof;2018;Einnahmen;Haushaltsansatz;1561500
7810;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Landwirtschaft und des Weinbaus;2018;Einnahmen;Haushaltsansatz;4800
7820;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Kleintierzucht;2018;Einnahmen;Haushaltsansatz;0
7830;Öffentliche Einrichtungen, Wirtschaftsförderung;Wirtschaftswege;2018;Einnahmen;Haushaltsansatz;0
7900;Öffentliche Einrichtungen, Wirtschaftsförderung;Fremdenverkehr. sonst. Förd. v. Wirtschaft/Verkehr;2018;Einnahmen;Haushaltsansatz;500
7920;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung des öffentlichen Personennahverkehrs;2018;Einnahmen;Haushaltsansatz;38500
8100;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Elektrizitätsversorgung;2018;Einnahmen;Haushaltsansatz;265000
8130;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Gasversorgung;2018;Einnahmen;Haushaltsansatz;20000
8550;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Forstwirtschaftliche Unternehmen;2018;Einnahmen;Haushaltsansatz;61700
8810;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Wohn- und Geschäftsgebäude;2018;Einnahmen;Haushaltsansatz;114000
8811;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sport-Center, Hüttenfelder Straße;2018;Einnahmen;Haushaltsansatz;33500
8830;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sonstiges Grundvermögen;2018;Einnahmen;Haushaltsansatz;61200
9000;Allgemeine Finanzwirtschaft;Steuern, allg. Zuweisungen und allg. Umlagen;2018;Einnahmen;Haushaltsansatz;18915000
9100;Allgemeine Finanzwirtschaft;Sonstige allgemeine Finanzwirtschaft;2018;Einnahmen;Haushaltsansatz;1432800
10;Allgemeine Verwaltung;Gemeindeorgane;2018;Ausgaben;Haushaltsansatz;491097
200;Allgemeine Verwaltung;Hauptverwaltung;2018;Ausgaben;Haushaltsansatz;185244
240;Allgemeine Verwaltung;Öffentlichkeitsarbeit;2018;Ausgaben;Haushaltsansatz;106842
300;Allgemeine Verwaltung;Finanzverwaltung (Kämmerei, Liegenschaften, Steuern);2018;Ausgaben;Haushaltsansatz;339376
310;Allgemeine Verwaltung;Stadtkasse;2018;Ausgaben;Haushaltsansatz;114153
500;Allgemeine Verwaltung;Standesamt;2018;Ausgaben;Haushaltsansatz;90445
520;Allgemeine Verwaltung;Wahlen;2018;Ausgaben;Haushaltsansatz;500
600;Allgemeine Verwaltung;Einrichtungen für die gesamte Verwaltung;2018;Ausgaben;Haushaltsansatz;617331
610;Allgemeine Verwaltung;Bürokommunikation / Datenbearbeitungsstelle;2018;Ausgaben;Haushaltsansatz;121106
800;Allgemeine Verwaltung;Einrichtungen für Verwaltungsangehörige;2018;Ausgaben;Haushaltsansatz;53000
1100;Öffentliche Sicherheit und Ordnung;Öffentliche Ordnung;2018;Ausgaben;Haushaltsansatz;568847
1110;Öffentliche Sicherheit und Ordnung;Meldewesen/Einwohnerwesen;2018;Ausgaben;Haushaltsansatz;117441
1220;Öffentliche Sicherheit und Ordnung;Umweltamt;2018;Ausgaben;Haushaltsansatz;26550
1310;Öffentliche Sicherheit und Ordnung;Feuerwehr und andere Aufgaben des Brandschutzes;2018;Ausgaben;Haushaltsansatz;244074
2111;Schulen;Goetheschule;2018;Ausgaben;Haushaltsansatz;135389
2112;Schulen;Hebelschule;2018;Ausgaben;Haushaltsansatz;174108
2113;Schulen;Uhlandschule;2018;Ausgaben;Haushaltsansatz;104639
2910;Schulen;Betreuungsangebote an Schulen;2018;Ausgaben;Haushaltsansatz;209343
2920;Schulen;Randzeitenbetreuung Ganztagsschule;2018;Ausgaben;Haushaltsansatz;98373
2950;Schulen;Sonstige schulische Aufgaben;2018;Ausgaben;Haushaltsansatz;432200
2951;Schulen;Schulsozialarbeit;2018;Ausgaben;Haushaltsansatz;42087
3000;Wissenschaft, Forschung und Kulturpflege;Verwaltung kultureller Angelegenheiten;2018;Ausgaben;Haushaltsansatz;155989
3320;Wissenschaft, Forschung und Kulturpflege;Musikpflege;2018;Ausgaben;Haushaltsansatz;2000
3330;Wissenschaft, Forschung und Kulturpflege;Musikschulen;2018;Ausgaben;Haushaltsansatz;58000
3400;Wissenschaft, Forschung und Kulturpflege;Heimat- u . sonstige Kulturpflege;2018;Ausgaben;Haushaltsansatz;62050
3500;Wissenschaft, Forschung und Kulturpflege;Volkshochschulen;2018;Ausgaben;Haushaltsansatz;27000
3520;Wissenschaft, Forschung und Kulturpflege;Mediathek;2018;Ausgaben;Haushaltsansatz;35700
3600;Wissenschaft, Forschung und Kulturpflege;Natur- und Landschaftspflege;2018;Ausgaben;Haushaltsansatz;7000
3661;Wissenschaft, Forschung und Kulturpflege;Ehemalige Synagoge;2018;Ausgaben;Haushaltsansatz;38770
3700;Wissenschaft, Forschung und Kulturpflege;Kirchliche Angelegenheiten;2018;Ausgaben;Haushaltsansatz;3700
4000;Soziale Sicherung;Verwaltung der sozialen Angelegenheiten;2018;Ausgaben;Haushaltsansatz;83403
4310;Soziale Sicherung;Seniorenbetreuung;2018;Ausgaben;Haushaltsansatz;17500
4350;Soziale Sicherung;Soziale Einrichtungen für Wohnungslose;2018;Ausgaben;Haushaltsansatz;53500
4360;Soziale Sicherung;Allgemeine Sozialhilfe/Asyl;2018;Ausgaben;Haushaltsansatz;175237
4510;Soziale Sicherung;Jugendarbeit;2018;Ausgaben;Haushaltsansatz;45857
4600;Soziale Sicherung;Jugendzentrum;2018;Ausgaben;Haushaltsansatz;161594
4640;Soziale Sicherung;Regenbogenland;2018;Ausgaben;Haushaltsansatz;1555213
4641;Soziale Sicherung;Kastanienkindergarten;2018;Ausgaben;Haushaltsansatz;10500
4642;Soziale Sicherung;Förderung von Kindergärten;2018;Ausgaben;Haushaltsansatz;1762000
4700;Soziale Sicherung;Förderung anderer Träger der Wohlfahrtspflege;2018;Ausgaben;Haushaltsansatz;1150
4980;Soziale Sicherung;Kriegsopferfürsorge und ähnliche Maßnahmen;2018;Ausgaben;Haushaltsansatz;6500
5480;Gesundheit, Sport, Erholung;Sonstige Einrichtungen der Gesundheitspflege (DRK);2018;Ausgaben;Haushaltsansatz;24100
5510;Gesundheit, Sport, Erholung;Förderung des Sports;2018;Ausgaben;Haushaltsansatz;248600
5610;Gesundheit, Sport, Erholung;Sporthallen (Hans-Michel-Halle);2018;Ausgaben;Haushaltsansatz;180772
5611;Gesundheit, Sport, Erholung;Sporthallen (Sporth. an der Schillerschule;2018;Ausgaben;Haushaltsansatz;75371
5620;Gesundheit, Sport, Erholung;Stadien und Sportplätze;2018;Ausgaben;Haushaltsansatz;581369
5630;Gesundheit, Sport, Erholung;Reithalle;2018;Ausgaben;Haushaltsansatz;14600
5640;Gesundheit, Sport, Erholung;Kegelbahnen;2018;Ausgaben;Haushaltsansatz;84400
5650;Gesundheit, Sport, Erholung;Tennisplätze - TC 65;2018;Ausgaben;Haushaltsansatz;900
5710;Gesundheit, Sport, Erholung;Freibad Wiesensee;2018;Ausgaben;Haushaltsansatz;360083
5820;Gesundheit, Sport, Erholung;Parkanlagen und öffentliche Grünflächen;2018;Ausgaben;Haushaltsansatz;352545
5830;Gesundheit, Sport, Erholung;Öffentliche Kinderspielplätze;2018;Ausgaben;Haushaltsansatz;106050
5910;Gesundheit, Sport, Erholung;Campingplatz;2018;Ausgaben;Haushaltsansatz;29500
5940;Gesundheit, Sport, Erholung;Erholungsgebiet Wiesensee;2018;Ausgaben;Haushaltsansatz;55500
5950;Gesundheit, Sport, Erholung;Kleingärtnerwesen;2018;Ausgaben;Haushaltsansatz;1450
5960;Gesundheit, Sport, Erholung;Förster-Braun-Hütte;2018;Ausgaben;Haushaltsansatz;22700
6000;Bau- und Wohnungswesen, Verkehr;Bauverwaltung;2018;Ausgaben;Haushaltsansatz;558740
6100;Bau- und Wohnungswesen, Verkehr;Stadtentwicklung;2018;Ausgaben;Haushaltsansatz;164311
6101;Bau- und Wohnungswesen, Verkehr;Stadtplanung;2018;Ausgaben;Haushaltsansatz;75000
6120;Bau- und Wohnungswesen, Verkehr;Vermessung;2018;Ausgaben;Haushaltsansatz;5000
6130;Bau- und Wohnungswesen, Verkehr;Untere Baurechtsbehörde;2018;Ausgaben;Haushaltsansatz;187507
6160;Bau- und Wohnungswesen, Verkehr;Straßenraumgestaltung, Lärmschutzwälle;2018;Ausgaben;Haushaltsansatz;17000
6300;Bau- und Wohnungswesen, Verkehr;Gemeindestraßen;2018;Ausgaben;Haushaltsansatz;558500
6330;Bau- und Wohnungswesen, Verkehr;Verkehrssicherungsanlagen;2018;Ausgaben;Haushaltsansatz;10000
6700;Bau- und Wohnungswesen, Verkehr;Straßenbeleuchtung;2018;Ausgaben;Haushaltsansatz;161000
6750;Bau- und Wohnungswesen, Verkehr;Straßenreinigung;2018;Ausgaben;Haushaltsansatz;197000
6800;Bau- und Wohnungswesen, Verkehr;Tiefgarage Grabenstraße;2018;Ausgaben;Haushaltsansatz;2500
6900;Bau- und Wohnungswesen, Verkehr;Wassertäufe,Wasserbau;2018;Ausgaben;Haushaltsansatz;30500
7000;Öffentliche Einrichtungen, Wirtschaftsförderung;Abwasserbeseitigung;2018;Ausgaben;Haushaltsansatz;1258825
7200;Öffentliche Einrichtungen, Wirtschaftsförderung;Abfallbeseitigung;2018;Ausgaben;Haushaltsansatz;6000
7500;Öffentliche Einrichtungen, Wirtschaftsförderung;Bestattungswesen;2018;Ausgaben;Haushaltsansatz;296539
7510;Öffentliche Einrichtungen, Wirtschaftsförderung;Jüdischer Friedhof;2018;Ausgaben;Haushaltsansatz;24000
7630;Öffentliche Einrichtungen, Wirtschaftsförderung;Anschlagsäulen, Plakattafeln, Werbeeinrichtungen;2018;Ausgaben;Haushaltsansatz;0
7710;Öffentliche Einrichtungen, Wirtschaftsförderung;Bauhof;2018;Ausgaben;Haushaltsansatz;1561452
7810;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Landwirtschaft und des Weinbaus;2018;Ausgaben;Haushaltsansatz;500
7820;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Kleintierzucht;2018;Ausgaben;Haushaltsansatz;8900
7830;Öffentliche Einrichtungen, Wirtschaftsförderung;Wirtschaftswege;2018;Ausgaben;Haushaltsansatz;80000
7900;Öffentliche Einrichtungen, Wirtschaftsförderung;Fremdenverkehr. sonst. Förd. v. Wirtschaft/Verkehr;2018;Ausgaben;Haushaltsansatz;35902
7920;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung des öffentlichen Personennahverkehrs;2018;Ausgaben;Haushaltsansatz;102400
8100;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Elektrizitätsversorgung;2018;Ausgaben;Haushaltsansatz;0
8130;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Gasversorgung;2018;Ausgaben;Haushaltsansatz;0
8550;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Forstwirtschaftliche Unternehmen;2018;Ausgaben;Haushaltsansatz;143950
8810;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Wohn- und Geschäftsgebäude;2018;Ausgaben;Haushaltsansatz;243826
8811;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sport-Center, Hüttenfelder Straße;2018;Ausgaben;Haushaltsansatz;256300
8830;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sonstiges Grundvermögen;2018;Ausgaben;Haushaltsansatz;30200
9000;Allgemeine Finanzwirtschaft;Steuern, allg. Zuweisungen und allg. Umlagen;2018;Ausgaben;Haushaltsansatz;7944000
9100;Allgemeine Finanzwirtschaft;Sonstige allgemeine Finanzwirtschaft;2018;Ausgaben;Haushaltsansatz;2852700
