Gruppierung Bezeichnung,Produktbereich,Produktbereich Bezeichnung,Produktgruppe,Produktgruppe Bezeichnung,Haushaltsjahr,Ertrag / Aufwand,Betrag,Haushalt
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2016,Aufwendungen,100000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2017,Aufwendungen,100000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2018,Aufwendungen,100000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2019,Aufwendungen,100000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2020,Aufwendungen,100000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2015,Aufwendungen,1194755.4,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2016,Aufwendungen,1127000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2017,Aufwendungen,1127000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2018,Aufwendungen,1127000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2019,Aufwendungen,1127000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2020,Aufwendungen,1127000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.09,traffiQ (Operativer Bereich),2015,Aufwendungen,9086698.68,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.09,traffiQ (Operativer Bereich),2016,Aufwendungen,10319000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.09,traffiQ (Operativer Bereich),2017,Aufwendungen,10363000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.09,traffiQ (Operativer Bereich),2018,Aufwendungen,10414000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.09,traffiQ (Operativer Bereich),2019,Aufwendungen,10414000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.09,traffiQ (Operativer Bereich),2020,Aufwendungen,10414000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.1,traffiQ (Treuhandbereich),2015,Aufwendungen,25702623.38,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.1,traffiQ (Treuhandbereich),2016,Aufwendungen,26622000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.1,traffiQ (Treuhandbereich),2017,Aufwendungen,29537000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.1,traffiQ (Treuhandbereich),2018,Aufwendungen,32538000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.1,traffiQ (Treuhandbereich),2019,Aufwendungen,32538000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,16,Nahverkehr und ÖPNV,16.1,traffiQ (Treuhandbereich),2020,Aufwendungen,34421000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,17,Wohnen,17.01,Wohnen,2015,Aufwendungen,172481.27,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,17,Wohnen,17.01,Wohnen,2016,Aufwendungen,143000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,17,Wohnen,17.01,Wohnen,2017,Aufwendungen,143000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,17,Wohnen,17.01,Wohnen,2018,Aufwendungen,143000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,17,Wohnen,17.01,Wohnen,2019,Aufwendungen,143000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,17,Wohnen,17.01,Wohnen,2020,Aufwendungen,143000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2015,Aufwendungen,81944257.87,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2016,Aufwendungen,84798000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2017,Aufwendungen,92918000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2018,Aufwendungen,91782000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2019,Aufwendungen,91781000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2020,Aufwendungen,91293000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.01,Infektiologie,2016,Aufwendungen,,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2015,Aufwendungen,625881.25,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2016,Aufwendungen,635000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2017,Aufwendungen,895000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2018,Aufwendungen,895000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2019,Aufwendungen,895000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2020,Aufwendungen,895000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2015,Aufwendungen,397615.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2016,Aufwendungen,481000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2017,Aufwendungen,494000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2018,Aufwendungen,494000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2019,Aufwendungen,494000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2020,Aufwendungen,494000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.04,Psychiatrie,2015,Aufwendungen,1394889.63,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.04,Psychiatrie,2016,Aufwendungen,1450000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.04,Psychiatrie,2017,Aufwendungen,1450000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.04,Psychiatrie,2018,Aufwendungen,1450000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.04,Psychiatrie,2019,Aufwendungen,1450000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.04,Psychiatrie,2020,Aufwendungen,1450000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.05,"Drogen-, Sucht- und Präventionsthemen",2015,Aufwendungen,8614408.05,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.05,"Drogen-, Sucht- und Präventionsthemen",2016,Aufwendungen,8439000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.05,"Drogen-, Sucht- und Präventionsthemen",2017,Aufwendungen,9864000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.05,"Drogen-, Sucht- und Präventionsthemen",2018,Aufwendungen,9799000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.05,"Drogen-, Sucht- und Präventionsthemen",2019,Aufwendungen,9799000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.05,"Drogen-, Sucht- und Präventionsthemen",2020,Aufwendungen,9799000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.06,Städt. Kliniken Frankfurt a.M.-Höchst,2015,Aufwendungen,11086206.26,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.06,Städt. Kliniken Frankfurt a.M.-Höchst,2016,Aufwendungen,36066000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.06,Städt. Kliniken Frankfurt a.M.-Höchst,2017,Aufwendungen,0.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.06,Städt. Kliniken Frankfurt a.M.-Höchst,2018,Aufwendungen,0.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.06,Städt. Kliniken Frankfurt a.M.-Höchst,2019,Aufwendungen,5000000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,19,Gesundheit,19.06,Städt. Kliniken Frankfurt a.M.-Höchst,2020,Aufwendungen,3000000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2015,Aufwendungen,43112834.26,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2016,Aufwendungen,46963000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2017,Aufwendungen,54469000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2018,Aufwendungen,62489000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2019,Aufwendungen,67668000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2020,Aufwendungen,72843000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.02,Betrieb städtischer Kitas,2015,Aufwendungen,105100000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.02,Betrieb städtischer Kitas,2016,Aufwendungen,119662000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.02,Betrieb städtischer Kitas,2017,Aufwendungen,133291000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.02,Betrieb städtischer Kitas,2018,Aufwendungen,137480000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.02,Betrieb städtischer Kitas,2019,Aufwendungen,139364000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.02,Betrieb städtischer Kitas,2020,Aufwendungen,141092000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.03,"Trägerübergreifende Kita-Aufgaben, Tagespflege",2015,Aufwendungen,248171396.91,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.03,"Trägerübergreifende Kita-Aufgaben, Tagespflege",2016,Aufwendungen,285999000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.03,"Trägerübergreifende Kita-Aufgaben, Tagespflege",2017,Aufwendungen,314440000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.03,"Trägerübergreifende Kita-Aufgaben, Tagespflege",2018,Aufwendungen,336831000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.03,"Trägerübergreifende Kita-Aufgaben, Tagespflege",2019,Aufwendungen,352381000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.03,"Trägerübergreifende Kita-Aufgaben, Tagespflege",2020,Aufwendungen,365424000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.04,"Jugend- und Erwachsenenbildung, Kinderbüro",2015,Aufwendungen,12680735.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.04,"Jugend- und Erwachsenenbildung, Kinderbüro",2016,Aufwendungen,13758000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.04,"Jugend- und Erwachsenenbildung, Kinderbüro",2017,Aufwendungen,16605000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.04,"Jugend- und Erwachsenenbildung, Kinderbüro",2018,Aufwendungen,16548000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.04,"Jugend- und Erwachsenenbildung, Kinderbüro",2019,Aufwendungen,16624000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.04,"Jugend- und Erwachsenenbildung, Kinderbüro",2020,Aufwendungen,16806000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,20,Bildung,20.13,Frankfurter Kinderbüro,2015,Aufwendungen,47019.44,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2015,Aufwendungen,48552413.47,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2016,Aufwendungen,48912000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2017,Aufwendungen,52770000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2018,Aufwendungen,52170000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2019,Aufwendungen,50670000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2020,Aufwendungen,50670000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2015,Aufwendungen,2230.12,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2015,Aufwendungen,68178000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2016,Aufwendungen,69696000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2017,Aufwendungen,75038000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2018,Aufwendungen,75502000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2019,Aufwendungen,75502000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2020,Aufwendungen,75502000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2015,Aufwendungen,1517000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2016,Aufwendungen,1517000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2017,Aufwendungen,1517000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2018,Aufwendungen,1517000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2019,Aufwendungen,1517000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2020,Aufwendungen,1517000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2015,Aufwendungen,14483045.08,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2016,Aufwendungen,13245000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2017,Aufwendungen,14484000.0,Soll
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2018,Aufwendungen,14484000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2019,Aufwendungen,14484000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2020,Aufwendungen,14484000.0,Plan
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,22,Umwelt,22.01,Umweltplanung und Umweltservice,2015,Aufwendungen,262616.0,Soll
