ID;Jahr;Haushalt Art;Einzelplan (W);Bezeichnung EP (W);Einzelplan|Bezeichnung (F);Gliederung;Bezeichnung Gliederung;Gliederung|Bezeichnung (F);Gruppierung;Bezeichnung;Gruppierung|Bezeichnung (F);Einnahme|Ausgabe;Betrag;Ansatz|Rechnung
3972;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;5815100,00;Ansatz
3973;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4160;Beschäftigungsentgelte und dgl.;4160 - Beschäftigungsentgelte und dgl.;Ausgabe;16800,00;Ansatz
3974;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;50100,00;Ansatz
3975;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;1400,00;Ansatz
3976;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte (Küchenpersonal);4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte (Küchenpersonal);Ausgabe;20400,00;Ansatz
3977;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte;4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte;Ausgabe;450700,00;Ansatz
3978;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4380;Beiträge zu Versorgungskassen Sonstige;4380 - Beiträge zu Versorgungskassen Sonstige;Ausgabe;400,00;Ansatz
3979;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte (Küchenpersonal);4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte (Küchenpersonal);Ausgabe;51000,00;Ansatz
3980;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;Ausgabe;1127300,00;Ansatz
3981;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4480;Beiträge zur gesetzlichen Sozialversicherung Sonstige;4480 - Beiträge zur gesetzlichen Sozialversicherung Sonstige;Ausgabe;9900,00;Ansatz
3982;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;0,00;Ansatz
3983;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;0,00;Ansatz
3984;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4690;Personalnebenausgaben;4690 - Personalnebenausgaben;Ausgabe;0,00;Ansatz
3985;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4690;Personalnebenausgaben Sachzuwendungen| Leistungsanreize;4690 - Personalnebenausgaben Sachzuwendungen| Leistungsanreize;Ausgabe;1050,00;Ansatz
3986;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;31300,00;Ansatz
3987;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5010;Unterhalt eigener Gebäude (kleiner Bauunterhalt);5010 - Unterhalt eigener Gebäude (kleiner Bauunterhalt);Ausgabe;3500,00;Ansatz
3988;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5200;Verwaltungs- und Zweckaus- stattung;5200 - Verwaltungs- und Zweckaus- stattung;Ausgabe;43600,00;Ansatz
3989;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5280;Sonstige Gebrauchsgegenstände (Anschaffung aus Spenden);5280 - Sonstige Gebrauchsgegenstände (Anschaffung aus Spenden);Ausgabe;500,00;Ansatz
3990;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;20300,00;Ansatz
3991;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5310;Miete für Gebäude und Grundstücke (Turnhallen);5310 - Miete für Gebäude und Grundstücke (Turnhallen);Ausgabe;2000,00;Ansatz
3992;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5310;Miete für Gebäude und Grundstücke;5310 - Miete für Gebäude und Grundstücke;Ausgabe;10000,00;Ansatz
3993;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5500;Haltung von Fahrzeugen;5500 - Haltung von Fahrzeugen;Ausgabe;1500,00;Ansatz
3994;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5540;Betriebs- und Schmierstoffe (Kfz);5540 - Betriebs- und Schmierstoffe (Kfz);Ausgabe;2200,00;Ansatz
3995;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5550;Kfz-Steuer;5550 - Kfz-Steuer;Ausgabe;300,00;Ansatz
3996;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5560;Kfz-Versicherungen;5560 - Kfz-Versicherungen;Ausgabe;800,00;Ansatz
3997;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5600;Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände;5600 - Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände;Ausgabe;2800,00;Ansatz
3998;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5622;Fortbildung und Umschulung (Bufdis);5622 - Fortbildung und Umschulung (Bufdis);Ausgabe;0,00;Ansatz
3999;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5622;Fortbildung und Umschulung (Supervision|Fachberatung);5622 - Fortbildung und Umschulung (Supervision|Fachberatung);Ausgabe;5000,00;Ansatz
4000;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;23000,00;Ansatz
4001;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5690;Sonstige besondere Aufwendung- en für Bedienstete;5690 - Sonstige besondere Aufwendung- en für Bedienstete;Ausgabe;1200,00;Ansatz
4002;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5810;Lebensmittel (Verpflegung - ohne Mahnung);5810 - Lebensmittel (Verpflegung - ohne Mahnung);Ausgabe;70000,00;Ansatz
4003;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;5810;Lebensmittel (Verpflegung);5810 - Lebensmittel (Verpflegung);Ausgabe;400000,00;Ansatz
4004;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6020;Kindergartenbedarf (Projekt Sprach-Kitas KiGVIII);6020 - Kindergartenbedarf (Projekt Sprach-Kitas KiGVIII);Ausgabe;5000,00;Ansatz
4005;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6020;Kindergartenbedarf (Projekt Sprach-KitasKiGXVIII);6020 - Kindergartenbedarf (Projekt Sprach-KitasKiGXVIII);Ausgabe;5000,00;Ansatz
4006;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6020;Kindergartenbedarf (Projekt Sprach-Kitas KiG VI);6020 - Kindergartenbedarf (Projekt Sprach-Kitas KiG VI);Ausgabe;5000,00;Ansatz
4007;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6020;Kindergartenbedarf (Projekt Sprach-Kitas KiG IV);6020 - Kindergartenbedarf (Projekt Sprach-Kitas KiG IV);Ausgabe;5000,00;Ansatz
4008;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6024;Spiel- und Getränkegeld;6024 - Spiel- und Getränkegeld;Ausgabe;68600,00;Ansatz
4009;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6321;Öffentlichkeitsarbeit;6321 - Öffentlichkeitsarbeit;Ausgabe;1000,00;Ansatz
4010;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6322;EDV-Kosten;6322 - EDV-Kosten;Ausgabe;0,00;Ansatz
4011;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6324;Schmuck von Straßen, Räumen und Ähnl.;6324 - Schmuck von Straßen, Räumen und Ähnl.;Ausgabe;900,00;Ansatz
4012;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6369;Sonstige Dienstleistungen durch Dritte;6369 - Sonstige Dienstleistungen durch Dritte;Ausgabe;0,00;Ansatz
4013;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6370;Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);6370 - Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);Ausgabe;2700,00;Ansatz
4014;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;7300,00;Ansatz
4015;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6510;Bücher und Zeitschriften;6510 - Bücher und Zeitschriften;Ausgabe;2500,00;Ansatz
4016;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6531;Öffentliche Bekanntmachungen, Amtsblatt;6531 - Öffentliche Bekanntmachungen, Amtsblatt;Ausgabe;2500,00;Ansatz
4017;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6541;Reise- und Fahrtkosten (Bufdis);6541 - Reise- und Fahrtkosten (Bufdis);Ausgabe;0,00;Ansatz
4018;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6541;Reise- und Fahrtkosten;6541 - Reise- und Fahrtkosten;Ausgabe;3500,00;Ansatz
4019;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6581;Bankgebühren u. Ä.;6581 - Bankgebühren u. Ä.;Ausgabe;800,00;Ansatz
4020;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6582;Umzugskosten;6582 - Umzugskosten;Ausgabe;50000,00;Ansatz
4021;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6587;Transportkosten;6587 - Transportkosten;Ausgabe;800,00;Ansatz
4022;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6790;Innere Verrechnung Gebäudebewirtschaftungskosten Außenanlagen;6790 - Innere Verrechnung Gebäudebewirtschaftungskosten Außenanlagen;Ausgabe;146600,00;Ansatz
4023;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6790;Innere Verrechnung Gebäudebewirtschaftungskosten;6790 - Innere Verrechnung Gebäudebewirtschaftungskosten;Ausgabe;978600,00;Ansatz
4024;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6791;Innere Verrechnung Internetaufwendungen;6791 - Innere Verrechnung Internetaufwendungen;Ausgabe;2000,00;Ansatz
4025;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6798;Innere Verrechnung innerstädt. Leistungen;6798 - Innere Verrechnung innerstädt. Leistungen;Ausgabe;0,00;Ansatz
4026;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (sonstige Geräte);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (sonstige Geräte);Ausgabe;0,00;Ansatz
4027;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);Ausgabe;0,00;Ansatz
4028;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen);Ausgabe;1700,00;Ansatz
4029;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6799;Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);6799 - Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);Ausgabe;2100,00;Ansatz
4030;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);Ausgabe;6600,00;Ansatz
4031;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);Ausgabe;39900,00;Ansatz
4032;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;7090;Zuschüsse für lfd. Zwecke an soziale Verbände, Vereine und Ähnl. sowie deren Einricht.;7090 - Zuschüsse für lfd. Zwecke an soziale Verbände, Vereine und Ähnl. sowie deren Einricht.;Ausgabe;0,00;Ansatz
4033;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;8900;Wiederbesetzungssperre;8900 - Wiederbesetzungssperre;Ausgabe;0,00;Ansatz
4034;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;8900;Budgetausgleich;8900 - Budgetausgleich;Ausgabe;0,00;Ansatz
4035;2018;Vermögen;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;9350;Neuanschaffung von bewegl. Sachen des Anlagevermögens;9350 - Neuanschaffung von bewegl. Sachen des Anlagevermögens;Ausgabe;7600,00;Ansatz
4036;2018;Vermögen;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;9351;Ersatzbeschaffungen f. bewegl. Sachen des Anlagevermögens;9351 - Ersatzbeschaffungen f. bewegl. Sachen des Anlagevermögens;Ausgabe;0,00;Ansatz
4037;2018;Vermögen;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;9404;KIGA Weiherhofer Straße Sanierung;9404 - KIGA Weiherhofer Straße Sanierung;Ausgabe;0,00;Ansatz
4038;2018;Vermögen;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;9419;Energetische Sanierung Kindergarten Waldringstrolche;9419 - Energetische Sanierung Kindergarten Waldringstrolche;Ausgabe;0,00;Ansatz
4039;2018;Vermögen;4;Soziale Sicherung;4 - Soziale Sicherung;4640;Kindergärten (Stadt) einschl. Schulkindergärten;4640 - Kindergärten (Stadt) einschl. Schulkindergärten;9506;Pauschale für Außenanlagen;9506 - Pauschale für Außenanlagen;Ausgabe;113500,00;Ansatz
4040;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4641;Kindergärten freier Träger;4641 - Kindergärten freier Träger;1710;Zuweisungen für lfd. Zwecke vom Land (Kindergärten - Gastkinder);1710 - Zuweisungen für lfd. Zwecke vom Land (Kindergärten - Gastkinder);Einnahme;677700,00;Ansatz
4041;2018;Verwaltung;4;Soziale Sicherung;4 - Soziale Sicherung;4641;Kindergärten freier Träger;4641 - Kindergärten freier Träger;1710;Zuweisungen für lfd. Zwecke vom Land (Kindergärten);1710 - Zuweisungen für lfd. Zwecke vom Land (Kindergärten);Einnahme;7414100,00;Ansatz
