ID,Produktbereich 1,Produkt 1,Bezeichnung 1,Jahr,Betrag,Richtung,HH-Art
718,Soziale Leistungen,Sonstige Leistungen,Transferaufwendungen,2018,4195302,Aufwand,Plan
719,Soziale Leistungen,Sonstige Leistungen,Sonstige ordentliche Aufwendungen,2018,177381,Aufwand,Plan
720,Soziale Leistungen,Integrat v  Menschen m MigratHintergrund,Zuwendungen und allgemeine Umlagen,2018,270000,Ertrag,Plan
721,Soziale Leistungen,Integrat v  Menschen m MigratHintergrund,Personalaufwendungen,2018,759393,Aufwand,Plan
722,Soziale Leistungen,Integrat v  Menschen m MigratHintergrund,Versorgungsaufwendungen,2018,75300,Aufwand,Plan
723,Soziale Leistungen,Integrat v  Menschen m MigratHintergrund,Aufwendungen für Sach- und Dienstleistungen,2018,7765,Aufwand,Plan
724,Soziale Leistungen,Integrat v  Menschen m MigratHintergrund,Bilanzielle Abschreibungen,2018,936,Aufwand,Plan
725,Soziale Leistungen,Integrat v  Menschen m MigratHintergrund,Transferaufwendungen,2018,751641,Aufwand,Plan
726,Soziale Leistungen,Integrat v  Menschen m MigratHintergrund,Sonstige ordentliche Aufwendungen,2018,45895,Aufwand,Plan
727,Soziale Leistungen,Subjektbezogene Leistungen für Wohnraum,Sonstige ordentliche Erträge,2018,8000,Ertrag,Plan
728,Soziale Leistungen,Subjektbezogene Leistungen für Wohnraum,Personalaufwendungen,2018,2383977,Aufwand,Plan
729,Soziale Leistungen,Subjektbezogene Leistungen für Wohnraum,Versorgungsaufwendungen,2018,529400,Aufwand,Plan
730,Soziale Leistungen,Subjektbezogene Leistungen für Wohnraum,Aufwendungen für Sach- und Dienstleistungen,2018,639,Aufwand,Plan
731,Soziale Leistungen,Subjektbezogene Leistungen für Wohnraum,Bilanzielle Abschreibungen,2018,8122,Aufwand,Plan
732,Soziale Leistungen,Subjektbezogene Leistungen für Wohnraum,Sonstige ordentliche Aufwendungen,2018,71890,Aufwand,Plan
733,Soziale Leistungen,Seniorenhilfe,Personalaufwendungen,2018,1234387,Aufwand,Plan
734,Soziale Leistungen,Seniorenhilfe,Versorgungsaufwendungen,2018,5700,Aufwand,Plan
735,Soziale Leistungen,Seniorenhilfe,Sonstige ordentliche Aufwendungen,2018,11176,Aufwand,Plan
736,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Zuwendungen und allgemeine Umlagen,2018,4182000,Ertrag,Plan
737,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Öffentlich-rechtliche Leistungsentgelte,2018,5500000,Ertrag,Plan
738,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Privatrechtliche Leistungsentgelte,2018,105800,Ertrag,Plan
739,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Sonstige ordentliche Erträge,2018,320010,Ertrag,Plan
740,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Personalaufwendungen,2018,760753,Aufwand,Plan
741,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Versorgungsaufwendungen,2018,64900,Aufwand,Plan
742,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Aufwendungen für Sach- und Dienstleistungen,2018,973313,Aufwand,Plan
743,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Bilanzielle Abschreibungen,2018,49320,Aufwand,Plan
744,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Transferaufwendungen,2018,41500231,Aufwand,Plan
745,"Kinder-, Jugend- und Familienhilfe",Förderung in Tagespflege und Kita,Sonstige ordentliche Aufwendungen,2018,91480,Aufwand,Plan
746,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Zuwendungen und allgemeine Umlagen,2018,124000,Ertrag,Plan
747,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Privatrechtliche Leistungsentgelte,2018,112950,Ertrag,Plan
748,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Sonstige ordentliche Erträge,2018,80006,Ertrag,Plan
749,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Personalaufwendungen,2018,600201,Aufwand,Plan
750,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Versorgungsaufwendungen,2018,116900,Aufwand,Plan
751,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Aufwendungen für Sach- und Dienstleistungen,2018,488441,Aufwand,Plan
752,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Bilanzielle Abschreibungen,2018,17802,Aufwand,Plan
753,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Transferaufwendungen,2018,3872526,Aufwand,Plan
754,"Kinder-, Jugend- und Familienhilfe",Jugendarbeit,Sonstige ordentliche Aufwendungen,2018,227278,Aufwand,Plan
755,"Kinder-, Jugend- und Familienhilfe","Jugendsozialarbeit, Kinder-&Jugendschutz",Zuwendungen und allgemeine Umlagen,2018,2573735,Ertrag,Plan
756,"Kinder-, Jugend- und Familienhilfe","Jugendsozialarbeit, Kinder-&Jugendschutz",Personalaufwendungen,2018,1757244,Aufwand,Plan
757,"Kinder-, Jugend- und Familienhilfe","Jugendsozialarbeit, Kinder-&Jugendschutz",Versorgungsaufwendungen,2018,7100,Aufwand,Plan
758,"Kinder-, Jugend- und Familienhilfe","Jugendsozialarbeit, Kinder-&Jugendschutz",Aufwendungen für Sach- und Dienstleistungen,2018,56394,Aufwand,Plan
759,"Kinder-, Jugend- und Familienhilfe","Jugendsozialarbeit, Kinder-&Jugendschutz",Bilanzielle Abschreibungen,2018,170,Aufwand,Plan
760,"Kinder-, Jugend- und Familienhilfe","Jugendsozialarbeit, Kinder-&Jugendschutz",Transferaufwendungen,2018,13430461,Aufwand,Plan
761,"Kinder-, Jugend- und Familienhilfe","Jugendsozialarbeit, Kinder-&Jugendschutz",Sonstige ordentliche Aufwendungen,2018,58561,Aufwand,Plan
762,"Kinder-, Jugend- und Familienhilfe",Förderung der Erziehung in Familien,Zuwendungen und allgemeine Umlagen,2018,56875,Ertrag,Plan
763,"Kinder-, Jugend- und Familienhilfe",Förderung der Erziehung in Familien,Personalaufwendungen,2018,607635,Aufwand,Plan
764,"Kinder-, Jugend- und Familienhilfe",Förderung der Erziehung in Familien,Versorgungsaufwendungen,2018,25600,Aufwand,Plan
765,"Kinder-, Jugend- und Familienhilfe",Förderung der Erziehung in Familien,Aufwendungen für Sach- und Dienstleistungen,2018,27577,Aufwand,Plan
766,"Kinder-, Jugend- und Familienhilfe",Förderung der Erziehung in Familien,Bilanzielle Abschreibungen,2018,6350,Aufwand,Plan
767,"Kinder-, Jugend- und Familienhilfe",Förderung der Erziehung in Familien,Transferaufwendungen,2018,4221862,Aufwand,Plan
768,"Kinder-, Jugend- und Familienhilfe",Förderung der Erziehung in Familien,Sonstige ordentliche Aufwendungen,2018,97392,Aufwand,Plan
769,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Sonstige Transfererträge,2018,4662000,Ertrag,Plan
770,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Kostenerstattungen und Kostenumlagen,2018,21389425,Ertrag,Plan
771,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Sonstige ordentliche Erträge,2018,142,Ertrag,Plan
772,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Personalaufwendungen,2018,11850774,Aufwand,Plan
773,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Versorgungsaufwendungen,2018,462900,Aufwand,Plan
774,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Aufwendungen für Sach- und Dienstleistungen,2018,6044848,Aufwand,Plan
775,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Bilanzielle Abschreibungen,2018,625,Aufwand,Plan
776,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Transferaufwendungen,2018,101504473,Aufwand,Plan
777,"Kinder-, Jugend- und Familienhilfe",Hilfe zur Erziehung,Sonstige ordentliche Aufwendungen,2018,395471,Aufwand,Plan
778,"Kinder-, Jugend- und Familienhilfe","Beistands-, Pfleg- und Vormundschaft",Personalaufwendungen,2018,2346162,Aufwand,Plan
779,"Kinder-, Jugend- und Familienhilfe","Beistands-, Pfleg- und Vormundschaft",Versorgungsaufwendungen,2018,439400,Aufwand,Plan
780,"Kinder-, Jugend- und Familienhilfe","Beistands-, Pfleg- und Vormundschaft",Aufwendungen für Sach- und Dienstleistungen,2018,108,Aufwand,Plan
781,"Kinder-, Jugend- und Familienhilfe","Beistands-, Pfleg- und Vormundschaft",Bilanzielle Abschreibungen,2018,269,Aufwand,Plan
782,"Kinder-, Jugend- und Familienhilfe","Beistands-, Pfleg- und Vormundschaft",Transferaufwendungen,2018,1244471,Aufwand,Plan
783,"Kinder-, Jugend- und Familienhilfe","Beistands-, Pfleg- und Vormundschaft",Sonstige ordentliche Aufwendungen,2018,40365,Aufwand,Plan
784,"Kinder-, Jugend- und Familienhilfe",Jugendhilfe im Strafverfahren,Personalaufwendungen,2018,564490,Aufwand,Plan
785,"Kinder-, Jugend- und Familienhilfe",Jugendhilfe im Strafverfahren,Versorgungsaufwendungen,2018,65600,Aufwand,Plan
786,"Kinder-, Jugend- und Familienhilfe",Jugendhilfe im Strafverfahren,Aufwendungen für Sach- und Dienstleistungen,2018,19331,Aufwand,Plan
787,"Kinder-, Jugend- und Familienhilfe",Jugendhilfe im Strafverfahren,Transferaufwendungen,2018,670413,Aufwand,Plan
788,"Kinder-, Jugend- und Familienhilfe",Jugendhilfe im Strafverfahren,Sonstige ordentliche Aufwendungen,2018,10071,Aufwand,Plan
789,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Öffentlich-rechtliche Leistungsentgelte,2018,4800,Ertrag,Plan
790,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Kostenerstattungen und Kostenumlagen,2018,562852,Ertrag,Plan
791,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Personalaufwendungen,2018,862869,Aufwand,Plan
792,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Versorgungsaufwendungen,2018,31300,Aufwand,Plan
793,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Aufwendungen für Sach- und Dienstleistungen,2018,17784,Aufwand,Plan
794,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Transferaufwendungen,2018,562852,Aufwand,Plan
795,"Kinder-, Jugend- und Familienhilfe",Adoptionsvermittlung/ Pflegekinderdienst,Sonstige ordentliche Aufwendungen,2018,15861,Aufwand,Plan
796,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Zuwendungen und allgemeine Umlagen,2018,122858410,Ertrag,Plan
797,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Öffentlich-rechtliche Leistungsentgelte,2018,15216000,Ertrag,Plan
798,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Privatrechtliche Leistungsentgelte,2018,5231587,Ertrag,Plan
799,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Kostenerstattungen und Kostenumlagen,2018,2533310,Ertrag,Plan
800,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Sonstige ordentliche Erträge,2018,500000,Ertrag,Plan
801,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Personalaufwendungen,2018,77755706,Aufwand,Plan
802,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Versorgungsaufwendungen,2018,1179100,Aufwand,Plan
803,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Aufwendungen für Sach- und Dienstleistungen,2018,7408080,Aufwand,Plan
804,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Bilanzielle Abschreibungen,2018,910053,Aufwand,Plan
805,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Transferaufwendungen,2018,194185038,Aufwand,Plan
806,"Kinder-, Jugend- und Familienhilfe",Tageseinrichtungen,Sonstige ordentliche Aufwendungen,2018,6181070,Aufwand,Plan
807,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Zuwendungen und allgemeine Umlagen,2018,5173384,Ertrag,Plan
808,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Privatrechtliche Leistungsentgelte,2018,1518234,Ertrag,Plan
809,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Kostenerstattungen und Kostenumlagen,2018,18500,Ertrag,Plan
810,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Sonstige ordentliche Erträge,2018,55170,Ertrag,Plan
811,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Personalaufwendungen,2018,11118494,Aufwand,Plan
812,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Versorgungsaufwendungen,2018,178700,Aufwand,Plan
813,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Aufwendungen für Sach- und Dienstleistungen,2018,5630201,Aufwand,Plan
814,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Bilanzielle Abschreibungen,2018,352992,Aufwand,Plan
815,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Transferaufwendungen,2018,7010055,Aufwand,Plan
816,"Kinder-, Jugend- und Familienhilfe",Einrichtungen der Jugendarbeit,Sonstige ordentliche Aufwendungen,2018,1623834,Aufwand,Plan
817,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Zuwendungen und allgemeine Umlagen,2018,108000,Ertrag,Plan
818,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Personalaufwendungen,2018,815167,Aufwand,Plan
819,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Versorgungsaufwendungen,2018,49900,Aufwand,Plan
820,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Aufwendungen für Sach- und Dienstleistungen,2018,31611,Aufwand,Plan
821,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Bilanzielle Abschreibungen,2018,100,Aufwand,Plan
822,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Transferaufwendungen,2018,4464438,Aufwand,Plan
823,"Kinder-, Jugend- und Familienhilfe",Beratungsstellen,Sonstige ordentliche Aufwendungen,2018,14329,Aufwand,Plan
824,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Öffentlich-rechtliche Leistungsentgelte,2018,8652963,Ertrag,Plan
825,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Privatrechtliche Leistungsentgelte,2018,178438,Ertrag,Plan
826,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Kostenerstattungen und Kostenumlagen,2018,13000,Ertrag,Plan
827,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Sonstige ordentliche Erträge,2018,7054,Ertrag,Plan
828,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Personalaufwendungen,2018,5463891,Aufwand,Plan
829,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Versorgungsaufwendungen,2018,38300,Aufwand,Plan
830,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Aufwendungen für Sach- und Dienstleistungen,2018,1056032,Aufwand,Plan
831,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Bilanzielle Abschreibungen,2018,48557,Aufwand,Plan
832,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Transferaufwendungen,2018,530384,Aufwand,Plan
833,"Kinder-, Jugend- und Familienhilfe",Kinderhilfezentrum,Sonstige ordentliche Aufwendungen,2018,446173,Aufwand,Plan
834,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Privatrechtliche Leistungsentgelte,2018,478147,Ertrag,Plan
835,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Personalaufwendungen,2018,1144644,Aufwand,Plan
836,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Versorgungsaufwendungen,2018,51100,Aufwand,Plan
837,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Aufwendungen für Sach- und Dienstleistungen,2018,156508,Aufwand,Plan
838,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Bilanzielle Abschreibungen,2018,16862,Aufwand,Plan
839,"Kinder-, Jugend- und Familienhilfe",Förderungszentrum,Sonstige ordentliche Aufwendungen,2018,21906,Aufwand,Plan
840,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Kostenerstattungen und Kostenumlagen,2018,235200,Ertrag,Plan
841,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Personalaufwendungen,2018,651000,Aufwand,Plan
842,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Versorgungsaufwendungen,2018,102400,Aufwand,Plan
843,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Aufwendungen für Sach- und Dienstleistungen,2018,375,Aufwand,Plan
844,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Bilanzielle Abschreibungen,2018,128,Aufwand,Plan
845,"Kinder-, Jugend- und Familienhilfe",Eltern- und Betreuungsgeld,Sonstige ordentliche Aufwendungen,2018,45980,Aufwand,Plan
846,Gesundheitsdienste,Krankenhausumlage,Transferaufwendungen,2018,7507000,Aufwand,Plan
847,Gesundheitsdienste,Gesundheitseinrichtungen,Zuwendungen und allgemeine Umlagen,2018,343000,Ertrag,Plan
848,Gesundheitsdienste,Gesundheitseinrichtungen,Öffentlich-rechtliche Leistungsentgelte,2018,1680,Ertrag,Plan
849,Gesundheitsdienste,Gesundheitseinrichtungen,Privatrechtliche Leistungsentgelte,2018,115000,Ertrag,Plan
850,Gesundheitsdienste,Gesundheitseinrichtungen,Kostenerstattungen und Kostenumlagen,2018,110000,Ertrag,Plan
851,Gesundheitsdienste,Gesundheitseinrichtungen,Sonstige ordentliche Erträge,2018,19600,Ertrag,Plan
852,Gesundheitsdienste,Gesundheitseinrichtungen,Personalaufwendungen,2018,2941119,Aufwand,Plan
853,Gesundheitsdienste,Gesundheitseinrichtungen,Versorgungsaufwendungen,2018,50900,Aufwand,Plan
854,Gesundheitsdienste,Gesundheitseinrichtungen,Aufwendungen für Sach- und Dienstleistungen,2018,4111100,Aufwand,Plan
855,Gesundheitsdienste,Gesundheitseinrichtungen,Bilanzielle Abschreibungen,2018,12778,Aufwand,Plan
856,Gesundheitsdienste,Gesundheitseinrichtungen,Transferaufwendungen,2018,5808700,Aufwand,Plan
857,Gesundheitsdienste,Gesundheitseinrichtungen,Sonstige ordentliche Aufwendungen,2018,44310,Aufwand,Plan
858,Gesundheitsdienste,Gesundheitseinrichtungen,Erträge aus internen Leistungsbeziehungen,2018,5166176,Ertrag,Plan
859,Gesundheitsdienste,Gesundheitsschutz und -pflege,Zuwendungen und allgemeine Umlagen,2018,1026760,Ertrag,Plan
860,Gesundheitsdienste,Gesundheitsschutz und -pflege,Öffentlich-rechtliche Leistungsentgelte,2018,1704400,Ertrag,Plan
861,Gesundheitsdienste,Gesundheitsschutz und -pflege,Privatrechtliche Leistungsentgelte,2018,255128,Ertrag,Plan
862,Gesundheitsdienste,Gesundheitsschutz und -pflege,Kostenerstattungen und Kostenumlagen,2018,798800,Ertrag,Plan
863,Gesundheitsdienste,Gesundheitsschutz und -pflege,Sonstige ordentliche Erträge,2018,51000,Ertrag,Plan
864,Gesundheitsdienste,Gesundheitsschutz und -pflege,Personalaufwendungen,2018,13242930,Aufwand,Plan
865,Gesundheitsdienste,Gesundheitsschutz und -pflege,Versorgungsaufwendungen,2018,711200,Aufwand,Plan
866,Gesundheitsdienste,Gesundheitsschutz und -pflege,Aufwendungen für Sach- und Dienstleistungen,2018,594286,Aufwand,Plan
867,Gesundheitsdienste,Gesundheitsschutz und -pflege,Bilanzielle Abschreibungen,2018,184479,Aufwand,Plan
868,Gesundheitsdienste,Gesundheitsschutz und -pflege,Transferaufwendungen,2018,1653303,Aufwand,Plan
869,Gesundheitsdienste,Gesundheitsschutz und -pflege,Sonstige ordentliche Aufwendungen,2018,399779,Aufwand,Plan
870,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Zuwendungen und allgemeine Umlagen,2018,30000,Ertrag,Plan
871,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Personalaufwendungen,2018,273720,Aufwand,Plan
872,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Versorgungsaufwendungen,2018,35700,Aufwand,Plan
873,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Aufwendungen für Sach- und Dienstleistungen,2018,592898,Aufwand,Plan
874,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Bilanzielle Abschreibungen,2018,21400,Aufwand,Plan
875,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Transferaufwendungen,2018,3317000,Aufwand,Plan
876,Sportförderung,"Sport-, Bewegungs- und Talentförderung",Sonstige ordentliche Aufwendungen,2018,19966,Aufwand,Plan
877,Sportförderung,Vereinssportanlagen,Zuwendungen und allgemeine Umlagen,2018,33750,Ertrag,Plan
878,Sportförderung,Vereinssportanlagen,Privatrechtliche Leistungsentgelte,2018,28036,Ertrag,Plan
879,Sportförderung,Vereinssportanlagen,Personalaufwendungen,2018,189490,Aufwand,Plan
880,Sportförderung,Vereinssportanlagen,Versorgungsaufwendungen,2018,24700,Aufwand,Plan
881,Sportförderung,Vereinssportanlagen,Aufwendungen für Sach- und Dienstleistungen,2018,1578922,Aufwand,Plan
882,Sportförderung,Vereinssportanlagen,Bilanzielle Abschreibungen,2018,1386401,Aufwand,Plan
883,Sportförderung,Vereinssportanlagen,Transferaufwendungen,2018,185446,Aufwand,Plan
884,Sportförderung,Vereinssportanlagen,Sonstige ordentliche Aufwendungen,2018,38131,Aufwand,Plan
885,Sportförderung,BgA Sportpark Niederheid,Zuwendungen und allgemeine Umlagen,2018,720,Ertrag,Plan
886,Sportförderung,BgA Sportpark Niederheid,Privatrechtliche Leistungsentgelte,2018,76960,Ertrag,Plan
887,Sportförderung,BgA Sportpark Niederheid,Personalaufwendungen,2018,471591,Aufwand,Plan
888,Sportförderung,BgA Sportpark Niederheid,Versorgungsaufwendungen,2018,39500,Aufwand,Plan
889,Sportförderung,BgA Sportpark Niederheid,Aufwendungen für Sach- und Dienstleistungen,2018,107527,Aufwand,Plan
890,Sportförderung,BgA Sportpark Niederheid,Bilanzielle Abschreibungen,2018,95541,Aufwand,Plan
891,Sportförderung,BgA Sportpark Niederheid,Sonstige ordentliche Aufwendungen,2018,2067,Aufwand,Plan
892,Sportförderung,BgA Sportpark Niederheid,Aufwendungen aus internen Leistungsbeziehungen,2018,180673,Aufwand,Plan
