"ID";"EPL";"AB";"PG";"Betrag";"Berichtsjahr";"Werttyp";"Erlöse_Kosten"
21373;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";1540920,00;"2019";"Plan";"Kosten"
21374;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";0,00;"2020";"Plan";"Erlöse"
21375;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";1563410,00;"2020";"Plan";"Kosten"
21376;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";0,00;"2021";"Plan";"Erlöse"
21377;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";1574710,00;"2021";"Plan";"Kosten"
21378;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";0,00;"2022";"Plan";"Erlöse"
21379;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";1586650,00;"2022";"Plan";"Kosten"
21380;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";2369408,00;"2016";"Ist";"Erlöse"
21381;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1990256,00;"2016";"Ist";"Kosten"
21382;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";2151420,00;"2017";"Ist";"Erlöse"
21383;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";2155330,00;"2017";"Ist";"Kosten"
21384;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1582000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21385;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1882728,00;"2018";"Fortgeschriebener Plan";"Kosten"
21386;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1775000,00;"2019";"Plan";"Erlöse"
21387;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1855700,00;"2019";"Plan";"Kosten"
21388;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1775000,00;"2020";"Plan";"Erlöse"
21389;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1888479,00;"2020";"Plan";"Kosten"
21390;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1775000,00;"2021";"Plan";"Erlöse"
21391;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1904725,00;"2021";"Plan";"Kosten"
21392;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1775000,00;"2022";"Plan";"Erlöse"
21393;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Bauaufsicht (WBZ)";1920490,00;"2022";"Plan";"Kosten"
21394;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";3233858,00;"2016";"Ist";"Erlöse"
21395;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";30031169,00;"2016";"Ist";"Kosten"
21396;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";3663016,00;"2017";"Ist";"Erlöse"
21397;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";20751153,00;"2017";"Ist";"Kosten"
21398;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";2697485,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21399;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";10232636,00;"2018";"Fortgeschriebener Plan";"Kosten"
21400;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";2842514,00;"2019";"Plan";"Erlöse"
21401;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";10062106,00;"2019";"Plan";"Kosten"
21402;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";2842512,00;"2020";"Plan";"Erlöse"
21403;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";9959128,00;"2020";"Plan";"Kosten"
21404;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";2842513,00;"2021";"Plan";"Erlöse"
21405;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";9785862,00;"2021";"Plan";"Kosten"
21406;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";2842514,00;"2022";"Plan";"Erlöse"
21407;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Management des öffentl. Raumes (MR)";9476966,00;"2022";"Plan";"Kosten"
21408;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";736791,00;"2016";"Ist";"Erlöse"
21409;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1680184,00;"2016";"Ist";"Kosten"
21410;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";546971,00;"2017";"Ist";"Erlöse"
21411;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1838323,00;"2017";"Ist";"Kosten"
21412;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";598000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21413;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1519075,00;"2018";"Fortgeschriebener Plan";"Kosten"
21414;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";517000,00;"2019";"Plan";"Erlöse"
21415;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1508925,00;"2019";"Plan";"Kosten"
21416;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";517000,00;"2020";"Plan";"Erlöse"
21417;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1529377,00;"2020";"Plan";"Kosten"
21418;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";517000,00;"2021";"Plan";"Erlöse"
21419;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1540454,00;"2021";"Plan";"Kosten"
21420;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";517000,00;"2022";"Plan";"Erlöse"
21421;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1552567,00;"2022";"Plan";"Kosten"
21422;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";991261,00;"2016";"Ist";"Erlöse"
21423;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";15137011,00;"2016";"Ist";"Kosten"
21424;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";1026554,00;"2017";"Ist";"Erlöse"
21425;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";16747074,00;"2017";"Ist";"Kosten"
21426;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";559000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21427;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";14044439,00;"2018";"Fortgeschriebener Plan";"Kosten"
21428;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";551000,00;"2019";"Plan";"Erlöse"
21429;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";16744381,00;"2019";"Plan";"Kosten"
21430;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";551000,00;"2020";"Plan";"Erlöse"
21431;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";16296046,00;"2020";"Plan";"Kosten"
21432;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";551000,00;"2021";"Plan";"Erlöse"
21433;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";16399386,00;"2021";"Plan";"Kosten"
21434;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";551000,00;"2022";"Plan";"Erlöse"
21435;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Steuerung und Service (D1)";16828681,00;"2022";"Plan";"Kosten"
21436;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksamt";0,00;"2016";"Ist";"Kosten"
21437;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksamt";2429012,00;"2018";"Fortgeschriebener Plan";"Kosten"
21438;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksamt";3991354,00;"2019";"Plan";"Kosten"
21439;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksamt";4181958,00;"2020";"Plan";"Kosten"
21440;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksamt";4125916,00;"2021";"Plan";"Kosten"
21441;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksamt";3781710,00;"2022";"Plan";"Kosten"
21442;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksversammlung";0,00;"2017";"Ist";"Kosten"
21443;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksversammlung";0,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21444;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksversammlung";283000,00;"2018";"Fortgeschriebener Plan";"Kosten"
21445;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksversammlung";295659,00;"2019";"Plan";"Kosten"
21446;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksversammlung";295659,00;"2020";"Plan";"Kosten"
21447;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksversammlung";205659,00;"2021";"Plan";"Kosten"
21448;"Bezirksamt Harburg";"Steuerung und Service (BA Harburg)";"Zentraler Ansatz Bezirksversammlung";215659,00;"2022";"Plan";"Kosten"
21449;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";3345562,00;"2016";"Ist";"Erlöse"
21450;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";4787387,00;"2016";"Ist";"Kosten"
21451;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";3322040,00;"2017";"Ist";"Erlöse"
21452;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";5508882,00;"2017";"Ist";"Kosten"
21453;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";2600000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21454;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";4796700,00;"2018";"Fortgeschriebener Plan";"Kosten"
21455;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";2900000,00;"2019";"Plan";"Erlöse"
21456;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";5191931,00;"2019";"Plan";"Kosten"
21457;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";2900000,00;"2020";"Plan";"Erlöse"
21458;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";5198768,00;"2020";"Plan";"Kosten"
21459;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";2900000,00;"2021";"Plan";"Erlöse"
21460;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";5156884,00;"2021";"Plan";"Kosten"
21461;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";2900000,00;"2022";"Plan";"Erlöse"
21462;"Bezirksamt Harburg";"Bürgerservice (BA Harburg)";"Einwohner-/Personenst.wesen (EA, ST)";5209674,00;"2022";"Plan";"Kosten"
21463;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";355052,00;"2016";"Ist";"Erlöse"
21464;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";9816472,00;"2016";"Ist";"Kosten"
21465;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";242895,00;"2017";"Ist";"Erlöse"
21466;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";11194028,00;"2017";"Ist";"Kosten"
21467;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";28000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21468;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";5551083,00;"2018";"Fortgeschriebener Plan";"Kosten"
21469;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";58000,00;"2019";"Plan";"Erlöse"
21470;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";5865577,00;"2019";"Plan";"Kosten"
21471;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";58000,00;"2020";"Plan";"Erlöse"
21472;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";5932063,00;"2020";"Plan";"Kosten"
21473;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";58000,00;"2021";"Plan";"Erlöse"
21474;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";5893621,00;"2021";"Plan";"Kosten"
21475;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";58000,00;"2022";"Plan";"Erlöse"
21476;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Soziale Hilfen (GS)";5920574,00;"2022";"Plan";"Kosten"
21477;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";747425,00;"2016";"Ist";"Erlöse"
21478;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";11162903,00;"2016";"Ist";"Kosten"
21479;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";819884,00;"2017";"Ist";"Erlöse"
21480;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";6625889,00;"2017";"Ist";"Kosten"
21481;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";131668,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21482;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";3370580,00;"2018";"Fortgeschriebener Plan";"Kosten"
21483;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";405478,00;"2019";"Plan";"Erlöse"
21484;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";3934200,00;"2019";"Plan";"Kosten"
21485;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";255478,00;"2020";"Plan";"Erlöse"
21486;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";3629126,00;"2020";"Plan";"Kosten"
21487;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";252567,00;"2021";"Plan";"Erlöse"
21488;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";3585807,00;"2021";"Plan";"Kosten"
21489;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";220577,00;"2022";"Plan";"Erlöse"
21490;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Sozialraummanagement (SR)";3548466,00;"2022";"Plan";"Kosten"
21491;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";944813,00;"2016";"Ist";"Erlöse"
21492;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";11571388,00;"2016";"Ist";"Kosten"
21493;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";211437,00;"2017";"Ist";"Erlöse"
21494;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";13634496,00;"2017";"Ist";"Kosten"
21495;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";18000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21496;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";8928837,00;"2018";"Fortgeschriebener Plan";"Kosten"
21497;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";12346,00;"2019";"Plan";"Erlöse"
21498;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";8903196,00;"2019";"Plan";"Kosten"
21499;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";23039,00;"2020";"Plan";"Erlöse"
21500;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";8999193,00;"2020";"Plan";"Kosten"
21501;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";23039,00;"2021";"Plan";"Erlöse"
21502;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";9086944,00;"2021";"Plan";"Kosten"
21503;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";23039,00;"2022";"Plan";"Erlöse"
21504;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Jugend-, Familienhilfe (JA)";9204922,00;"2022";"Plan";"Kosten"
21505;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";172506,00;"2016";"Ist";"Erlöse"
21506;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";2417701,00;"2016";"Ist";"Kosten"
21507;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";189030,00;"2017";"Ist";"Erlöse"
21508;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";2725699,00;"2017";"Ist";"Kosten"
21509;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";3000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21510;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";2085663,00;"2018";"Fortgeschriebener Plan";"Kosten"
21511;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";3000,00;"2019";"Plan";"Erlöse"
21512;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";2110334,00;"2019";"Plan";"Kosten"
21513;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";3000,00;"2020";"Plan";"Erlöse"
21514;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";2099769,00;"2020";"Plan";"Kosten"
21515;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";3000,00;"2021";"Plan";"Erlöse"
21516;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";2102063,00;"2021";"Plan";"Kosten"
21517;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";3000,00;"2022";"Plan";"Erlöse"
21518;"Bezirksamt Harburg";"Soziales, Jugend und Gesundheit (BA Harburg)";"Gesundheit (GA)";2111296,00;"2022";"Plan";"Kosten"
21519;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";70669,00;"2016";"Ist";"Erlöse"
21520;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";1512051,00;"2016";"Ist";"Kosten"
21521;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";88867,00;"2017";"Ist";"Erlöse"
21522;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";1876493,00;"2017";"Ist";"Kosten"
21523;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";0,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21524;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";1723499,00;"2018";"Fortgeschriebener Plan";"Kosten"
21525;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";1603215,00;"2019";"Plan";"Kosten"
21526;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";1610428,00;"2020";"Plan";"Kosten"
21527;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";1610213,00;"2021";"Plan";"Kosten"
21528;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Stadt- und Landschaftsplanung (SL)";1632486,00;"2022";"Plan";"Kosten"
21529;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Bauaufsicht (WBZ)";2735727,00;"2016";"Ist";"Erlöse"
21530;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Bauaufsicht (WBZ)";2233417,00;"2016";"Ist";"Kosten"
21531;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Bauaufsicht (WBZ)";3461669,00;"2017";"Ist";"Erlöse"
21532;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Bauaufsicht (WBZ)";2570543,00;"2017";"Ist";"Kosten"
21533;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Bauaufsicht (WBZ)";1533000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21534;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Bauaufsicht (WBZ)";2559187,00;"2018";"Fortgeschriebener Plan";"Kosten"
21535;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Bauaufsicht (WBZ)";3000000,00;"2019";"Plan";"Erlöse"
21536;"Bezirksamt Harburg";"Wirtschaft, Bauen und Umwelt (BA Harburg)";"Bauaufsicht (WBZ)";2341364,00;"2019";"Plan";"Kosten"
